assembly_accession,current_accession,organism_name,tax_id,assembly_name,status,superkingdom,kingdom,phylum,class,order,family,genus,species
GCF_000829235.1,GCF_000829235.1,cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko,1228987,ASM82923v1,resolved,Bacteria,Bacillati,Cyanobacteriota,,,,,cyanobacterium endosymbiont of Epithemia turgida
GCF_000829275.1,GCF_000829275.1,Pseudomonas aeruginosa,287,ASM82927v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
GCF_000829315.1,GCF_000829315.1,Wolbachia endosymbiont of Cimex lectularius,246273,ASM82931v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Cimex lectularius
GCF_000829335.1,GCF_000829335.1,Mycoplasmopsis californica HAZ160_1,1397850,ASM82933v1,resolved,Bacteria,Bacillati,Mycoplasmatota,,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis californica
GCF_000829355.1,GCF_000829355.1,Candidatus Liberibacter asiaticus str. Ishi-1,931202,ASM82935v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Liberibacter,Candidatus Liberibacter asiaticus
GCF_000829375.1,GCF_000829375.1,Chryseobacterium sp. StRB126,878220,ASM82937v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. StRB126
GCF_000829395.1,GCF_000829395.1,Paucilactobacillus hokkaidonensis JCM 18461,1291742,ASM82939v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus hokkaidonensis
GCF_000829415.1,GCF_000829415.1,Pseudomonas sp. StFLB209,1028989,ASM82941v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. StFLB209
GCF_000829965.1,GCF_000829965.1,Klebsiella ornithinolytica,54291,ASM82996v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella ornithinolytica
GCF_000830005.1,GCF_000830005.1,Streptomyces vietnamensis,362257,ASM83000v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces vietnamensis
GCF_000830885.1,GCF_000830885.1,Dehalococcoides mccartyi CG5,1432061,ASM83088v1,resolved,Bacteria,Bacillati,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Dehalococcoides mccartyi
GCF_000830905.1,GCF_000830905.1,Dehalococcoides mccartyi CG4,1432060,ASM83090v1,resolved,Bacteria,Bacillati,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Dehalococcoides mccartyi
GCF_000830925.1,GCF_000830925.1,Dehalococcoides mccartyi CG1,1432059,ASM83092v1,resolved,Bacteria,Bacillati,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Dehalococcoides mccartyi
GCF_000830945.1,GCF_000830945.1,Chlamydia muridarum str. Nigg3 CMUT3-5,1434770,ASM83094v1,resolved,Bacteria,Pseudomonadati,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia muridarum
GCF_000830965.1,GCF_000830965.1,Chlamydia muridarum str. Nigg CM972,1434773,ASM83096v1,resolved,Bacteria,Pseudomonadati,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia muridarum
GCF_000830985.1,GCF_000830985.1,Marinobacter similis,1420916,ASM83098v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter similis
GCF_000831005.1,GCF_000831005.1,Marinobacter salarius,1420917,ASM83100v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter salarius
GCF_000831065.1,GCF_000831065.1,Bacillus bombysepticus str. Wang,1330043,ASM83106v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Bacillus,Bacillus bombysepticus
GCF_000831165.1,GCF_000831165.1,Streptococcus anginosus,1328,ASM83116v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus
GCF_000831185.1,GCF_000831185.1,Flavobacterium psychrophilum,96345,ASM83118v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
GCF_000831205.1,GCF_000831205.1,Flavobacterium psychrophilum,96345,ASM83120v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
GCF_000831225.1,GCF_000831225.1,Flavobacterium psychrophilum,96345,ASM83122v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
GCF_000831485.1,GCF_000831485.1,Streptococcus iniae,1346,ASM83148v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus iniae
GCF_000831525.1,GCF_000831525.1,Rickettsia rickettsii str. R,1338411,ASM83152v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii
GCF_000831545.1,GCF_000831545.1,Rickettsia rickettsii str. Morgan,1337396,ASM83154v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii
GCF_000831585.1,GCF_000831585.1,Pseudomonas plecoglossicida,70775,ASM83158v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas plecoglossicida
GCF_000831645.3,GCF_000831645.3,Companilactobacillus heilongjiangensis,1074467,ASM83164v3,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus heilongjiangensis
GCF_000832145.1,GCF_000832145.1,Thermotoga sp. RQ7,126738,ASM83214v1,resolved,Bacteria,Thermotogati,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga sp. RQ7
GCF_000832305.1,GCF_000832305.1,Cupriavidus basilensis,68895,ASM83230v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus basilensis
GCF_000832485.1,GCF_000832485.1,Bacillus thuringiensis,1428,ASM83248v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Bacillus,Bacillus thuringiensis
GCF_000832605.1,GCF_000832605.1,Bacillus mycoides,1405,ASM83260v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Bacillus,Bacillus mycoides
GCF_000832905.1,GCF_000832905.1,Heyndrickxia coagulans DSM 1 = ATCC 7050,1121088,ASM83290v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Heyndrickxia,Heyndrickxia coagulans
GCF_000832985.1,GCF_000832985.1,Priestia megaterium NBRC 15308 = ATCC 14581,1348623,ASM83298v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Priestia,Priestia megaterium
GCF_000833025.1,GCF_000833025.1,Myroides profundi,480520,ASM83302v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides profundi
GCF_000833105.2,GCF_000833105.2,Clostridium beijerinckii,1520,ASM83310v2,resolved,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium beijerinckii
GCF_000833165.1,GCF_000833165.1,Francisella tularensis subsp. novicida F6168,1452728,ASM83316v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis
GCF_000833195.1,GCF_000833195.1,Francisella philomiragia,28110,ASM83319v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia
GCF_000833215.1,GCF_000833215.1,Francisella philomiragia,28110,ASM83321v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia
GCF_000833235.1,GCF_000833235.1,Francisella tularensis subsp. holarctica,119857,ASM83323v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis
GCF_000833255.1,GCF_000833255.1,Francisella philomiragia,28110,ASM83325v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia
GCF_000833295.1,GCF_000833295.1,Francisella philomiragia,28110,ASM83329v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia
GCF_000833315.1,GCF_000833315.1,Francisella philomiragia,28110,ASM83331v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia
GCF_000833375.1,GCF_000833375.1,Francisella tularensis subsp. novicida U112,401614,ASM83337v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis
GCF_000833455.1,GCF_000833455.1,Francisella philomiragia subsp. philomiragia ATCC 25015,539329,ASM83345v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia
GCF_000833495.1,GCF_000833495.1,Francisella tularensis subsp. holarctica,119857,ASM83349v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis
GCF_000833515.1,GCF_000833515.1,Francisella tularensis subsp. holarctica,119857,ASM83351v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis
GCF_000833575.1,GCF_000833575.1,Corynebacterium singulare,161899,ASM83357v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium singulare
GCF_000834195.1,GCF_000834195.1,Yersinia enterocolitica,630,ASM83419v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica
GCF_000834215.1,GCF_000834215.1,Yersinia frederiksenii Y225,1454377,ASM83421v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia frederiksenii
GCF_000834235.1,GCF_000834235.1,Yersinia pestis,632,ASM83423v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis
GCF_000834255.1,GCF_000834255.1,Yersinia ruckeri,29486,ASM83425v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri
GCF_000834275.1,GCF_000834275.1,Yersinia pestis,632,ASM83427v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis
GCF_000834295.1,GCF_000834295.1,Yersinia pseudotuberculosis IP 32953,273123,ASM83429v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis
GCF_000834335.1,GCF_000834335.1,Yersinia pestis,632,ASM83433v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis
GCF_000834355.1,GCF_000834355.1,Yersinia pseudotuberculosis,633,ASM83435v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis
GCF_000834395.1,GCF_000834395.1,Yersinia aldovae 670-83,1453495,ASM83439v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia aldovae
GCF_000834415.1,GCF_000834415.1,Yersinia pseudotuberculosis,633,ASM83441v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis
GCF_000834435.1,GCF_000834435.1,Yersinia pseudotuberculosis,633,ASM83443v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis
GCF_000834455.1,GCF_000834455.1,Yersinia rohdei,29485,ASM83445v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia rohdei
GCF_000834495.1,GCF_000834495.1,Yersinia pestis,632,ASM83449v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis
GCF_000834515.1,GCF_000834515.1,Yersinia intermedia,631,ASM83451v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia intermedia
GCF_000834735.1,GCF_000834735.1,Yersinia enterocolitica,630,ASM83473v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica
GCF_000834865.1,GCF_000834865.1,Yersinia rochesterensis,1604335,ASM83486v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia rochesterensis
GCF_000834945.1,GCF_000834945.1,Yersinia pseudotuberculosis str. PA3606,748672,ASM83494v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis
GCF_000834965.1,GCF_000834965.1,Francisella tularensis subsp. novicida,264,ASM83496v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis
GCF_000835085.1,GCF_000835085.1,Mycoplasma capricolum subsp. capripneumoniae 87001,1124992,ASM83508v1,resolved,Bacteria,Bacillati,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma capricolum
GCF_000835165.1,GCF_000835165.1,Corynebacterium marinum DSM 44953,1224162,ASM83516v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium marinum
GCF_000835205.1,GCF_000835205.1,Burkholderia plantarii,41899,ASM83520v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia plantarii
GCF_000835225.1,GCF_000835225.1,Mycobacterium avium subsp. paratuberculosis,1770,ASM83522v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium
GCF_000835265.1,GCF_000835265.1,Mycobacterium avium subsp. paratuberculosis,1770,ASM83526v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium
GCF_000835285.1,GCF_000835285.1,Campylobacter jejuni subsp. jejuni,32022,ASM83528v1,resolved,Bacteria,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
GCF_000835305.1,GCF_000835305.1,Campylobacter jejuni subsp. jejuni,32022,ASM83530v1,resolved,Bacteria,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
GCF_000875675.1,GCF_000875675.1,Rathayibacter toxicus,145458,ASM87567v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter toxicus
GCF_000875755.1,GCF_000875755.1,Mycoplasma yeatsii GM274B,743967,ASM87575v1,resolved,Bacteria,Bacillati,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma yeatsii
GCF_000875775.1,GCF_000875775.1,Nitrosopumilus piranensis,1582439,ASM87577v1,resolved,Archaea,Thermoproteati,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus piranensis
GCF_000876675.2,GCF_000876675.2,Novosphingobium sp. P6W,1609758,ASM87667v2,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. P6W
GCF_000877815.1,GCF_000877815.1,Bacillus sp. YP1,1574141,ASM87781v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Caryophanales,Bacillaceae,Bacillus,Bacillus sp. YP1
GCF_000931425.2,GCF_000931425.2,Lactiplantibacillus plantarum,1590,ASM93142v2,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus plantarum
GCF_000931445.1,GCF_000931445.1,Streptomyces cyaneogriseus subsp. noncyanogenus,477245,ASM93144v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces cyaneogriseus
GCF_000931465.1,GCF_000931465.1,Pseudomonas sp. MRSN 12121,1611770,ASM93146v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. MRSN 12121
GCF_000931575.1,GCF_000931575.1,Haemophilus influenzae,727,ASM93157v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae
GCF_000931605.1,GCF_000931605.1,Haemophilus influenzae,727,ASM93160v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae
GCF_000931625.1,GCF_000931625.1,Haemophilus influenzae,727,ASM93162v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae
GCF_000934305.1,GCF_000934305.1,Campylobacter jejuni subsp. jejuni,32022,ASM93430v1,resolved,Bacteria,Pseudomonadati,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
GCF_000934525.1,GCF_000934525.1,Alteromonas australica,589873,ASM93452v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas australica
GCF_000934565.1,GCF_000934565.1,Pseudomonas simiae,321846,ASM93456v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas simiae
GCF_000934605.2,GCF_000934605.2,Pandoraea vervacti,656178,ASM93460v2,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea vervacti
GCF_000934625.1,GCF_000934625.1,Lactobacillus acidophilus,1579,ASM93462v1,resolved,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus
GCF_000935025.1,GCF_000935025.1,Sphingomonas hengshuiensis,1609977,ASM93502v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas hengshuiensis
GCF_000940805.1,GCF_000940805.1,Gynuella sunshinyii YC6258,1445510,ASM94080v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Gynuella,Gynuella sunshinyii
GCF_000940825.1,GCF_000940825.1,Xanthomonas oryzae pv. oryzicola,129394,ASM94082v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas oryzae
GCF_000940845.1,GCF_000940845.1,Propionibacterium freudenreichii subsp. freudenreichii,66712,ASM94084v1,resolved,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium freudenreichii
GCF_000940915.1,GCF_000940915.1,Aeromonas hydrophila,644,ASM94091v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila
GCF_000940995.1,GCF_000940995.1,Photobacterium gaetbulicola Gung47,658445,ASM94099v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium gaetbulicola
GCF_000941035.1,GCF_000941035.1,Leptospira interrogans serovar Linhai str. 56609,1395589,ASM94103v1,resolved,Bacteria,Pseudomonadati,Spirochaetota,Leptospiria,Leptospirales,Leptospiraceae,Leptospira,Leptospira interrogans
GCF_000941055.1,GCF_000941055.1,Siansivirga zeaxanthinifaciens CC-SAMT-1,1454006,ASM94105v1,resolved,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Siansivirga,Siansivirga zeaxanthinifaciens
GCF_000941075.1,GCF_000941075.1,Mesomycoplasma dispar,86660,ASM94107v1,resolved,Bacteria,Bacillati,Mycoplasmatota,,Mycoplasmoidales,Metamycoplasmataceae,Mesomycoplasma,Mesomycoplasma dispar
GCF_000943805.1,GCF_000943805.1,Sphingobium sp. YBL2,484429,ASM94380v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingobiaceae,Sphingobium,Sphingobium sp. YBL2
GCF_000948075.1,GCF_000948075.1,Xanthomonas oryzae pv. oryzae PXO86,1458476,ASM94807v1,resolved,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas oryzae
